NAME_ONE,HAZARD_COD,BASIN_NAME,RIVER_STRE,DAM_HEIGHT,DAM_LENGTH,SURFACE_AR,YEARBUILT,longitude,latitude
(135-0144),D,St. Regis River,St Regis River,0,0,0,0,-74.7705555556,44.8052777778
Twin Brooks Dam,A,Lower Hudson,Black Pond Brook,8,245,7,1978,-73.7666666667,41.4833333333
Locanthy Dam,A,Lower Hudson,Furnace Brook,8,0,10,1946,-73.8833333333,41.2611111111
L Berman Pond Dam,A,Lower Hudson,Tr-Peekskill Hollow Creek,10,135,3,1947,-73.8475,41.3616666667
Hollow Brook Dam,A,Lower Hudson,Tr-Peekskill Hollow Brook,4,115,1,1948,-73.8575,41.3402777778
G L Lloyd Pond Dam,A,Lower Hudson,Peekskill Hollow Creek,5,100,5,1949,-73.8258333333,41.38
Fried Pond Dam,D,Lower Hudson,Tr-Boyds Reservoir,10,320,7,1950,-73.7505555556,41.485
Schoen Pond Dam,A,Lower Hudson,Tr-Peekskill Hollow Brook,12,207,1,1951,-73.8797222222,41.3205555556
Herbert Heaton Pond Dam,A,Delaware,Tr-Willemoc Creek,18,150,3,1968,-74.7611111111,41.9047222222
Joseph Maus Farm Pond Dam,A,Delaware,Tr-E. Branch Callicoon Crk,15,330,2,1971,-74.9625,41.7583333333
Goldberg Pond Dam,A,Delaware,Hall Brook,10,540,2,1973,-74.825,41.8166666667
Camp Shomria Dam,A,Delaware,Tr-Swan Lake,13,160,4,1975,-74.7958333333,41.785
Lake Marie Dam,A,Delaware,Tr-Swan Lake,8,0,3,0,-74.7991666667,41.7786111111
The Punchbowl Dam,A,Delaware,Tr-Abe Wood Brook,15,0,5,0,-74.9333333333,41.9261111111
Parkston Pond Dam,A,Delaware,Willowemoc Creek,15,0,1,1930,-74.7686111111,41.9019444444
Lloyd & Gordon Fassett Marsh Dam,A,Eastern Lake Ontario,Tr-N. Branch Sandy Creek,5,138,4,1953,-75.9638888889,43.8680555556
Nys Dec Marsh Dam,A,Black River,Tr-Deer River,7,175,3,1952,-75.7627777778,43.7961111111
Nys Dec Marsh Dam #2,A,Eastern Lake Ontario,Tr-Fish Creek,5,150,10,1953,-75.8263888889,43.825
Harold L Scriven Wildlife Pond Dam,A,Eastern Lake Ontario,Tr-Stony Creek,6,100,2,1953,-75.9375,43.8930555556
Nys Dec/joans Marsh Dam,A,Eastern Lake Ontario,Tr-North Branch Gulf Creek,7,338,10,1953,-75.7694444444,43.8402777778
Nys Dec Marsh Dam #1,A,Eastern Lake Ontario,Tr-South Sandy Creek,9,220,17,1954,-75.8777777778,43.8047222222
Hodkinson Wildlife Pond Dam,A,Eastern Lake Ontario,Tr-Fish Creek,9,305,8,1954,-75.8133333333,43.8069444444
Martin Wildlife Pond Dam,A,Eastern Lake Ontario,Tr-Boynton Creek,8,210,8,1954,-75.8055555556,43.9277777778
Nys Dec Marsh Dam #3,A,Eastern Lake Ontario,Tr-Fish Creek,5,240,2,1955,-75.8388888889,43.8311111111
Loomis Marsh Dam,A,Eastern Lake Ontario,Tr-South Sandy Creek,7,210,4,1956,-75.8761111111,43.7933333333
Honeyville Marsh Dam,A,Eastern Lake Ontario,Tr-Stony Creek,8,350,81,1957,-75.9925,43.8619444444
Birch Wildlife Pond Dam #2,A,Eastern Lake Ontario,Tr-Gulf Creek,6,113,6,1958,-75.7672222222,43.785
Birch Wildlife Pond Dam #1,A,Eastern Lake Ontario,Tr-Gulf Creek,8,275,7,1958,-75.7708333333,43.7847222222
Beebee Island Main Dam,B,Black River,Black River,18,266,20,1964,-75.9069444444,43.9766666667
Ray M Standish Pond Dam,A,Oswego,Tr-Seneca Lake,9,0,6,1952,-76.9519444444,42.4305555556
H Green Marsh Dam,0,Oswego,Tr-Big Stream,9,0,5,1953,-76.9944444444,42.4988888889
Nicholas Swader Wildlife Pond,A,Oswego,Sleeper Creek,4.8,99,3.3,0,-76.7983333333,42.2930555556
R Halpin Marsh Dam,A,Oswego,Tr-Cranberry Creek,6,0,4,1955,-76.7816666667,42.3602777778
Glen Creek Dam,C,Oswego,Glen Creek,65,187,9,1957,-76.9283333333,42.3613888889
Gorton Lake Dam,A,Susquehanna,Mill Creek,0,0,2,1956,-75.3555555556,42.8616666667
Bailey Lake Dam,A,Susquehanna,Tr-Sangerfield River,6,300,3,1957,-75.3641666667,42.8738888889
(117-0604),D,Susquehanna,Johnson Creek,0,0,0,0,-75.4922222222,42.5138888889
Norwich Water Works Dam #1,C,Susquehanna,Ransford Creek,47,270,7,1881,-75.4944444444,42.5469444444
Norwich Reservoir #2 Dam,C,Susquehanna,Ransford Creek,56,638,9,1890,-75.4891666667,42.5494444444
(117-0638),D,Susquehanna,Unadilla River,0,0,0,0,-75.3966666667,42.5025
(117-0653),D,Susquehanna,Tr-Unadilla River,0,0,0,0,-75.3775,42.5266666667
(117-0654),D,Susquehanna,Tr-Unadilla River,0,0,0,0,-75.375,42.525
Morris Pond Dam,A,Susquehanna,Tr-Butternut Creek,3,50,1,0,-75.29,42.5086111111
Sherburne Lower Reservoir Dam,A,Susquehanna,Mad Brook,25,200,8,1917,-75.4616666667,42.6794444444
Allen Pond Dam,B,Susquehanna,Morris Brook,18,30,26.6,1917,-75.3066666667,42.5608333333
Sherburne Upper Reservoir Dam,A,Susquehanna,Mad Brook,35,200,8,1917,-75.46,42.6816666667
(117-0701),0,Susquehanna,Tr-Unadilla River,0,0,0,0,-75.3580555556,42.6252777778
(117-0706),D,Susquehanna,Pleasant Brook,0,0,0,0,-75.4925,42.7361111111
Borden Milk Co Dam,A,Susquehanna,Wharton Creek,10,100,0,1917,-75.3063888889,42.6258333333
Morris Reservoir Dam,D,Susquehanna,Calhoun Creek,21,150,7,1936,-75.2555555556,42.5708333333
(117-0740),D,Susquehanna,Unadilla River,0,0,0,0,-75.3180555556,42.6852777778
(117-0760),D,Susquehanna,Tr-Wharton Creek,0,0,0,0,-75.2747222222,42.6938888889
John Scheuerman Wildlife Area Dam,A,Susquehanna,Tr-Handsome Brook,10,160,3,1951,-75.3888888889,42.6738888889
Andrew Buckley Dam,A,Susquehanna,Tr-West Branch Great Brook,19,280,3,1951,-75.425,42.6083333333
Little Falls Reservoir Dam,B,Mohawk,Tr-Mohawk River,42,200,6,1901,-74.8683333333,43.06
Lock E-17,B,Mohawk,Mowhawk River,60,80,25,1982,-74.8466666667,43.0366666667
Middle Falls Dam,A,Mohawk,Mohawk River,0,400,0,1982,-74.8608333333,43.0386111111
Burnt Hope Dam,B,Delaware,Tr-Mongaup River,19,220,45,1956,-74.7463888889,41.5258333333
Davies Lake Dam,A,Delaware,Davies Brook,10,448,26,1956,-74.6030555556,41.6183333333
Beaver Dam Pond Dam,B,Delaware,Tr-Bush Kill,19,380,135,1820,-74.6688888889,41.5011111111
Fred Katz Pond Dam,B,Lower Hudson,Tr-Taylor Brook,17,990,9,1961,-74.5325,41.6738888889
Sherwood Allen Pond Dam,A,Delaware,South Brook,8,720,58,1963,-74.5433333333,41.6266666667
Zalkin Pond Dam,A,Lower Hudson,Tr-Beerkill Creek,17,900,3,1964,-74.5333333333,41.7333333333
Boniface Dam,A,Lower Hudson,Black Creek,12,290,120,1970,-74.5038888889,41.6833333333
Monticello Diversional Dam,A,Delaware,Tr-Kiamesha Creek,8,230,4,1965,-74.6833333333,41.6833333333
Krimsky Lake Dam,A,Delaware,Tr-Neversink River,13,300,4,1969,-74.6152777778,41.6097222222
Mountaindale Recreation Lake Dam,A,Lower Hudson,Braden Brook,16,300,11,1973,-74.5180555556,41.6969444444
Stephen Crane Dam,B,Delaware,Bushkill,15,260,6,1850,-74.6847222222,41.5366666667
Melody Lake Dam,A,Delaware,Turner Brook,10,192,19,0,-74.6697222222,41.5977777778
Groos Pond Dam,B,Delaware,Tr-Sheldrake Stream,10,95,24,1940,-74.6380555556,41.7175
Strolowitz Pond Dam,A,Delaware,Kinne Brook,6,65,30,1940,-74.7216666667,41.6866666667
Morningside Lake Dam,A,Delaware,Sheldrake Stream,10,220,130,1945,-74.655,41.7483333333
Beaver Lake Dam,A,Delaware,Tr-Bowers Pond,7,24,19,1940,-74.575,41.6333333333
(075-0205),D,Susquehanna,Willseyville Creek,0,0,0,0,-76.3755555556,42.2888888889
Etna Dam,0,Oswego,Fall Creek,6,180,0,1890,-76.385,42.485
H J Bool Co Dam,0,Oswego,Fall Creek,10,0,0,0,-76.4716666667,42.4527777778
Beebe Lake Dam,C,Oswego,Fall Creek,26,255,20,1900,-76.4797222222,42.4519444444
Fall Creek Dam,A,Oswego,Fall Creek,8,140,1,1850,-76.4930555556,42.4525
Dryden Lake Outlet Dam,A,Oswego,Tr-Virgil Creek,9,83,113,1974,-76.28,42.4633333333
Dwyer Dam,A,Oswego,Cascadilla Creek,36,78,2,1966,-76.4766666667,42.4766666667
William Hazlett Smith Dam,0,Oswego,Cascadilla Creek,6,105,0,1860,-76.48,42.4416666667
Upper Brookton Dam,D,Oswego,Cascadilla Creek,0,0,0,0,-76.4938888889,42.4436111111
Van Natta Dam,B,Oswego,Six Mile Creek,12,142,2,1907,-76.4858333333,42.4336111111
Sixmile Creek Dam,C,Oswego,Sixmile Creek,36,86,20,1903,-76.4752777778,42.425
Potters Falls Dam,C,Oswego,Sixmile Creek,75,220,47,1911,-76.4608333333,42.4175
Ithaca Dam,A,Oswego,Six Mile Creek,10,0,0,1926,-76.4538888889,42.4175
(135-0149),D,St. Regis River,St Regis River,0,0,0,0,-74.7697222222,44.8030555556
Plum Brook Dam,A,Raquette River,Plum Brook,10,50,0,1912,-74.9061111111,44.8355555556
East Norfolk Dam,C,Raquette River,Raquette River,20,423,12,1965,-74.9863888889,44.7947222222
Yaleville Dam,B,Raquette River,Raquette River,15,520,70,1978,-74.9983333333,44.7666666667
Raymondville Dam,B,Raquette River,Raquette River,27,427,50,1948,-74.9805555556,44.8338888889
Norfolk Rod & Gun Club Marsh Dam,A,Raquette River,Tr-Plum Brook,8,375,5,1955,-74.9583333333,44.8208333333
Norfolk Dam,C,Raquette River,Raquette River,29,500,10,1965,-74.9905555556,44.8022222222
Howard Haig Farm Pond Dam,A,Raquette River,Tr-Plum Brook,16,100,1,1965,-74.9183333333,44.88
Massena Intake Dam,C,Western St. Lawrence,Massena Power Canal,75,4000,200,1912,-74.9230555556,44.9566666667
Robert Moses/Robert H Saunders Dam,C,Western St. Lawrence,St Lawrence River,167,3200,37500,1958,-74.795,45.0061111111
Long Sault Dam,C,Western St. Lawrence,St Lawrence River,132,2960,37500,1958,-74.8647222222,44.9963888889
(136-0189),D,St. Regis River,St Regis River,0,0,0,0,-74.7813888889,44.7413888889
(136-0224),D,St. Regis River,West Branch St Regis River,0,0,0,0,-74.8994444444,44.7308333333
(136-0236),D,St. Regis River,West Branch St Regis River,0,0,0,0,-74.9005555556,44.7144444444
(136-0238),D,St. Regis River,West Branch St Regis River,0,0,0,0,-74.9011111111,44.7075
Unionville Dam,A,Raquette River,Raquette River,25,423,35,1909,-74.9983333333,44.715
(136-0256),D,St. Regis River,West Branch St Regis River,0,0,0,0,-74.8527777778,44.6511111111
(136-0270),D,St. Regis River,West Branch St Regis River,0,0,0,0,-74.8186111111,44.63
Parishville Development Dam,B,St. Regis River,West Branch St Regis River,29,150,70,1925,-74.8155555556,44.6277777778
F A Montanye Dam,D,Eastern Lake Ontario,Sandy Creek,6,0,0,1870,-76.0769444444,43.6441666667
Olmsteads Dam,D,Salmon River,Trout Brook,7,102,0,1910,-76.0347222222,43.5733333333
Stevens Mill Dam,D,Eastern Lake Ontario,Little Sandy Creek,8,0,0,1820,-76.0663888889,43.6438888889
Bear Creek Dam,B,Eastern Lake Ontario,Bear Creek,28,227,12,1922,-76.0402777778,43.74
Oswego Co Hospital Ice Pond Dam,A,Salmon River,Front Brook,8,0,0,1916,-76.0241666667,43.5786111111
(080-0097),A,Eastern Lake Ontario,,15,100,2,0,-76.0555555556,43.6327777778
Sandy Creek Reservoir Dam,D,Eastern Lake Ontario,Little Sandy Creek,6,64,0,1891,-76.0363888889,43.645
New York Rubber Co Dam,A,Lower Hudson,Fishkill Creek,16,205,2,1906,-73.9727777778,41.4891666667
Tuck Dam,A,Lower Hudson,Fishkill Creek,16,240,6,1878,-73.9683333333,41.4927777778
Glen Park Mill C Dam,D,Black River,Black River,0,250,0,1885,-75.9625,44
Smith Wildlife Pond Dam,D,Eastern Lake Ontario,Tr-Staplin Creek,9,225,9,1966,-75.8,43.9522222222
"Brookside Cemetery Dams A,b,c,d",A,Eastern Lake Ontario,Mill Brook,5,0,0,0,-75.9166666667,43.9369444444
Robert Freeman Dam,A,Eastern Lake Ontario,Jacobs Creek,9,245,1,0,-75.8086111111,43.9191666667
(090-0102),D,Salmon River,Orwell Brook,0,0,0,0,-75.9980555556,43.5711111111
Hortons Mill Dam,D,Salmon River,Beaver Dam Brook,0,0,0,1917,-75.9944444444,43.5097222222
(090-0126),D,Eastern Lake Ontario,Little Sandy Creek,0,0,0,0,-75.97,43.6722222222
Bennetts Bridge Dam,C,Salmon River,Salmon River,60,725,2765,1914,-75.9194444444,43.5444444444
Dike B For Dam Ny00374,A,Salmon River,Salmon River,12,1330,2765,1914,-75.9,43.5283333333
Anatole Matkovsky Pond Dam,A,Delaware,West Brook,0,700,4,1958,-75.1402777778,42.2555555556
Cornelius S Smith Dam & Dike,B,Susquehanna,Tr-Ouleout Creek,17,380,14,1959,-75.2141666667,42.315
Steven Ceresna Farm Pond Dam,A,Susquehanna,Tr-East Handsome Brook,18,420,3,1960,-75.0605555556,42.3138888889
Stanley Couse Pond Dam,A,Susquehanna,Tr-Ouleout Creek,15,360,1,1960,-75.1011111111,42.4119444444
Virgil B Polley Farm Pond Dam,A,Susquehanna,Tr-Susquehanna River,12,450,2,1962,-75.0305555556,42.4730555556
Robinson & Kahabka Pond Dam,A,Susquehanna,Tr-Ouleout Creek,12,275,4,1962,-75.0083333333,42.42
Albert L Bonner Pond Dams A&b,A,Susquehanna,Tr-Ouleout Creek,12,320,1,1964,-75.2186111111,42.3347222222
Robinson & Kahabka Dam & Dike,D,Susquehanna,Tr-Susquehanna River,15,620,15,1964,-75.0083333333,42.42
Clyde Archer Pond Dam,A,Susquehanna,Tr-Willow Brook,14,520,2,1964,-75.2375,42.2652777778
George Bryant Dam,A,Susquehanna,Tr-Treadwell Creek,14,770,5,1965,-75.0311111111,42.3575
John Braymer Recreational Pond Dam,A,Susquehanna,Tr-Ouleout Creek,18,440,3,1966,-75.0083333333,42.3236111111
Blanchard Recreational Dam & Dike,A,Susquehanna,Tr-Otego Creek,13,440,8,1969,-75.1583333333,42.5
Ivars Pauksis Dam,A,Susquehanna,Tr-W Branch Handsome Brook,17,670,12,1976,-75.13,42.285
East Sidney Dam,C,Susquehanna,Oulcout Creek,130,2010,210,1950,-75.23,42.3291666667
Lower Reservoir Dam,B,Susquehanna,Oneonta Creek,20,200,5.5,0,-75.0480555556,42.4791666667
Otsdawa Dam,B,Susquehanna,East Branch Otsdawa Creek,16,132,2.6,1801,-75.1755555556,42.4888888889
Binghamton Light Heat & Power Co Dam,D,Susquehanna,Owego Creek,0,0,0,0,-76.28,42.1080555556
Catatonk Mill Dam,0,Susquehanna,Catatonk Creek,10,150,0,1872,-76.3119444444,42.1625
State Diverting Dams (north & South),A,Mohawk,Mohawk River,0,0,0,1982,-74.8616666667,43.0366666667
Beaver Creek Dam,A,Mohawk,Beaver Creek Dam,8,125,1,1924,-74.8566666667,43.1455555556
Spruce Lake Dam,B,Mohawk,Spruce Creek,18,120,100,1897,-74.8422222222,43.1619444444
Klondike Reservoir Dam,A,Mohawk,Tr-Spruce Creek,29,217,136,1898,-74.7883333333,43.23
Lock E-18 Dam Herkimer,B,Mohawk,Erie Canal Mohawk River,6,400,420,1915,-74.9941666667,43.0161111111
Power Canal Diversion Dam,A,Mohawk,West Canada Creek,25,450,6,1835,-74.9883333333,43.0527777778
Middleville Reservoir Dam,A,Mohawk,Tr-West Canada Creek,-1,650,8,1917,-74.9527777778,43.1497222222
(142-1195),D,Mohawk,Spruce Creek,0,0,0,0,-74.8008333333,43.1330555556
High Falls Dam,D,"East St. Lawrence, Grass",Grass River,0,0,0,0,-75.175,44.5961111111
(122-0351),D,"East St. Lawrence, Grass",Grass River,0,0,0,0,-75.1772222222,44.5844444444
Brick Chapel Dam,A,"East St. Lawrence, Grass",Little River,0,75,0,1912,-75.1102777778,44.5561111111
(122-0368),D,"East St. Lawrence, Grass",Little River,0,0,0,0,-75.1286111111,44.5405555556
Gilman Dam,A,"East St. Lawrence, Grass",Little River,12,80,2,1911,-75.1208333333,44.5172222222
Pyrites Hydroelectric Dam,A,"East St. Lawrence, Grass",Grass River,26,644,3,1903,-75.1866666667,44.5166666667
Hewittville Dam,A,Raquette River,Raquette River,22,733,109,1911,-75.0083333333,44.705
Hollis Brown Recreational Pond Dam,A,"East St. Lawrence, Grass",Tr-Little River,12,360,4,1967,-75.1416666667,44.5602777778
John Van De Water Recreational Pnd Dam,A,"East St. Lawrence, Grass",Tr-Little River,11,400,3,1970,-75.1283333333,44.5525
Burnham Scarfone Dam,D,"East St. Lawrence, Grass",,10,0,0,0,-75.1547222222,44.5541666667
Walmart 3329 Dam,A,Ontario,,25,200,0,0,-75.0333333333,44.65
Shawville Dam,D,Oswegatchie,Oswegatchie River,0,0,0,0,-75.2083333333,44.2716666667
Niagara Mohawk Power Dam,B,Oswegatchie,Oswegatchie River,11,80,5,1916,-75.1991666667,44.27
South Edwards Dam,B,Oswegatchie,Oswegatchie River,52,224,81,1912,-75.1922222222,44.2663888889
(123-0431),D,"East St. Lawrence, Grass",Elm Creek,0,0,0,0,-75.2444444444,44.4825
(123-0432),D,"East St. Lawrence, Grass",Grass River,0,0,0,0,-75.1558333333,44.4272222222
(123-0433),D,"East St. Lawrence, Grass",Elm Creek,0,0,0,0,-75.2322222222,44.4683333333
(123-0435),D,"East St. Lawrence, Grass",Elm Creek,0,0,0,0,-75.2325,44.4655555556
(123-0437),D,"East St. Lawrence, Grass",Elm Creek,0,0,0,0,-75.2355555556,44.4733333333
(123-0470),D,"East St. Lawrence, Grass",South Branch Grass River,0,0,0,0,-75.075,44.3513888889
Eugene Legault Wildlife Pond Dam,A,"East St. Lawrence, Grass",Tr-Deer Lick Brook,25,450,1,1976,-75.0844444444,44.4655555556
Flat Rock Dam,C,Oswegatchie,Oswegatchie River,80,680,157,1924,-75.0738888889,44.2213888889
Fred A Annis Dam,A,Oswego,Six Mile Creek,4,0,0,1800,-76.3766666667,42.385
Happy Valley Dam #5,A,Salmon River,Tr-Grindstone Creek,7,255,4,1953,-75.995,43.4666666667
John Servatius Wildlife Marsh Dam,A,Oswego,Tr-Mad River,8,100,7,1954,-75.7944444444,43.4722222222
Harry Bryant Wildlife Pond Dam,A,Oswego,Tr-Wells Brook,7,350,4,1954,-75.9041666667,43.3883333333
Happy Valley Dam #6,A,Eastern Lake Ontario,Tr-N Br Little Salmon Riv,9,230,13,1954,-75.9883333333,43.4241666667
Perle Trumble Jr Pond #2 Dam,A,Eastern Lake Ontario,Tr-Grindstone Creek,10,420,18,1955,-75.9986111111,43.4786111111
Fred Britton Wildlife Pond Dam,A,Eastern Lake Ontario,Tr-N Branch Little Salmon,7,200,16,0,-75.9683333333,43.4655555556
Northshore Sportsmens W L Marsh Dam,A,Oswego,Tr-Spring Brook,8,100,3,1957,-75.9233333333,43.3075
Daniel F Whitcomb Pond Dam,A,Oswego,Little River,13,200,6,1959,-75.9294444444,43.3655555556
Merle Gansert Wildlife Marsh Dam,A,Eastern Lake Ontario,Tr-N Br Little Salmon River,12,300,8,1969,-75.9811111111,43.4244444444
Panther Lake Dam,A,Oswego,West Branch Little River,4,200,122,0,-75.9027777778,43.3280555556
Cody Pond Dam,A,Oswego,Tr-W Branch Little River,14,120,45,0,-75.88,43.3166666667
Alexander Dam,A,Oswego,Hall Brook,3,0,1,0,-75.8222222222,43.2511111111
Laraways Electric Power Dam,A,Oswego,Tr-Oneida Lake,15,150,0,1880,-75.8827777778,43.2336111111
Kysers Mill Dam,D,Oswego,Limestone Creek,7,100,0,1880,-75.9927777778,43.0861111111
Chittenango Creek Dam,A,Oswego,Chittenango Creek,10,137,2,1850,-75.8716666667,43.055
Chillangua Mill Dam,A,Oswego,Chittenango Creek,0,0,0,1830,-75.8672222222,43.0358333333
Worlock Stone Company Dam,A,Oswego,Canaseraga Creek,0,0,0,0,-75.8072222222,43.0061111111
Canastota Water Works Dam,A,Oswego,Canastota Creek,5,300,1,1925,-75.7583333333,43.0433333333
Swamp Road Dike,A,Eastern Lake Ontario,Tr-Shaver Creek,7,4600,675,1997,-76.2208333333,44.0933333333
(079-0070),D,Eastern Lake Ontario,North Branch Sandy Creek,0,0,0,0,-76.1163888889,43.7819444444
(079-0075),D,Eastern Lake Ontario,North Branch Sandy Creek,0,0,0,0,-76.1080555556,43.7916666667
(079-0076),D,Eastern Lake Ontario,Stony Creek,0,0,0,0,-76.1861111111,43.8436111111
Eureka Mills Dam,A,Eastern Lake Ontario,Stony Creek,14,0,0,1900,-76.1836111111,43.8458333333
Webster Dam,A,Eastern Lake Ontario,Sandy Creek,8,0,0,1825,-76.0330555556,43.8108333333
Taft Hydro Dam,A,Eastern Lake Ontario,Sandy Creek,16,150,4,1880,-76.0191666667,43.8066666667
Smithville Dam,A,Eastern Lake Ontario,Stoney Creek,11,66,0,1820,-76.1,43.8683333333
(079-0150),D,Eastern Lake Ontario,,0,0,0,0,-76.1172222222,43.945
Northern Ny Trust Co Dam,A,Eastern Lake Ontario,Tr-Totman Gulf,7,0,3,1956,-76.0072222222,43.7666666667
Crystal Lake Dam,D,Eastern Lake Ontario,Van Winkle Creek,9,40,173,0,-75.8,44.28
(161-0467),D,Delaware,Beaver Kill,0,0,0,0,-74.7069444444,42.0230555556
Knapp Dam,A,Delaware,Tr-Beaver Kill Creek,8,60,1,1915,-74.7427777778,42.0341666667
Beecher Lake Dam,A,Delaware,Beecher Brook,13,80,19,1925,-74.6341666667,42.0411111111
(161-0471),D,Delaware,Tr-Beaver Kill,0,0,0,0,-74.7263888889,42.0363888889
Little Pond Dam,A,Delaware,Tr-Beaver Kill Creek,14,55,30,1916,-74.7427777778,42.0369444444
Hatchery Pond Dam,A,Delaware,Alder Creek,4,25,1,1913,-74.6952777778,42.0375
Hatchery Pond #2 Dam,A,Delaware,Alder Creek,0,115,1,1880,-74.6952777778,42.0375
Big Pond Dam,D,Delaware,Tr-Beaver Kill,16,80,51,1913,-74.7280555556,42.0433333333
Penn Central B Dam,A,Delaware,Bush Kill Creek,6,125,2,0,-74.6116666667,42.1386111111
Arkville Railroad Dam,0,Delaware,Bush Kill Creek,6,125,0,0,-74.6125,42.1472222222
Lake Switzerland Dam,A,Delaware,Vly Creek,6,40,0,1906,-74.5211111111,42.1586111111
(161-0567),D,Delaware,Vly Creek,0,0,0,0,-74.5197222222,42.1677777778
Camp Ta-ri-go Lake Dam,A,Delaware,Little Red Kill Creek,10,500,2,1937,-74.5344444444,42.1747222222
Camp Ta-Ri-Go Dam,B,Delaware,Little Red Kill,19,240,6,1938,-74.5344444444,42.1688888889
Fairbairn Pond Dam,A,Delaware,Tr-E Branch Delaware River,8,280,4,1949,-74.6508333333,42.1844444444
Eugene Wiederkehr Pond Dam,D,Delaware,Tr-E Branch Delaware River,12,375,5,1959,-74.7305555556,42.1491666667
Alder Lake Dam,A,Delaware,Alder Creek,18,300,44,1994,-74.6808333333,42.0491666667
Roxburn Run Club Dam,D,Delaware,Batavia Kill,13,400,5,1977,-74.5661111111,42.2244444444
Paradise Lake Dam,A,Delaware,Tr-Beaver Kill,15,200,9,1966,-74.7166666667,42.05
Halcottsville Dam,B,Delaware,East Branch Delaware River,7,132,50,1909,-74.6016666667,42.2086111111
Richter Pond Dam,A,Delaware,Tr-East Branch Delaware River,17,400,3,1968,-74.6,42.1833333333
Merrill & Rutherford Dam,A,Delaware,Tr-Beecher Brook,11,590,10,1969,-74.6533333333,42.0266666667
Ylyvaal Lake Dam,A,Delaware,Tr-Dry Brook,12,600,5,1973,-74.5633333333,42.0783333333
Lewis Kolar Dam,A,Delaware,Canada Hollow Creek,18,495,1,1989,-74.7288888889,42.1683333333
Halcottsville Reservoir Dam,0,Delaware,Bragg Hollow Brook,0,0,0,0,-74.6086111111,42.2102777778
Mitchell Pond Dam,A,Delaware,None,15,630,1,1991,-74.6658333333,42.1647222222
Badley Lake Dam,A,Delaware,Trout Brook,5,185,1,1904,-74.6805555556,41.82
Lilly Pond Dam,A,Delaware,Tr-Little Beaver Kill,7,200,78,1923,-74.7416666667,41.8833333333
(162-0408),D,Delaware,Tr-Mongaup Creek,0,0,0,0,-74.7105555556,41.9380555556
Sam Eastham Mill Dam,D,Susquehanna,Catatonk Creek,0,85,0,0,-76.4277777778,42.22
Spencer Lake Dam,B,Susquehanna,Catatonk Creek,7,335,90,1908,-76.495,42.2433333333
Lower Candor Dam,0,Susquehanna,Willseyville Creek,4,0,0,1901,-76.3375,42.2272222222
Candor Reservoir Dam,0,Susquehanna,Tr-Catatonk Creek,12,0,0,1906,-76.3291666667,42.2266666667
Upper Candor Dam,A,Susquehanna,Catatonk Creek,7,280,11,1920,-76.3427777778,42.235
Russell Lippencott Dam,0,Susquehanna,Tr-Pipe Creek,8,0,2,1949,-76.4,42.1
Richard Ellison Pond Dam,D,Susquehanna,Tr-Pipe Creek,7,0,4,1950,-76.4338888889,42.1097222222
Russell Lippencott Marsh #1 Dam,A,Susquehanna,Tr-Pipe Creek,7,0,10,1950,-76.4108333333,42.0861111111
Russell Lippencott Marsh #2 Dam,0,Susquehanna,Tr-Pipe Creek,8,0,7,1950,-76.4141666667,42.0908333333
T Atchinson Pond Dam,0,Susquehanna,Tr-Susquehanna River,12,0,5,1951,-76.43,42.085
Klossner Brothers Dam,0,Susquehanna,Tr-Susquehanna River,11,0,3,1951,-76.3080555556,42.1097222222
L Signs Wildlife Dam,B,Susquehanna,Tr-Owego Creek,15,250,4,1951,-76.2513888889,42.23
Higley Falls Power Dam,C,Raquette River,Raquette River,50,435,697,1920,-74.9319444444,44.5302777778
(136-0347),D,Raquette River,Raquette River,0,0,0,0,-74.8833333333,44.5127777778
Allen Falls Development Dam,C,St. Regis River,West Branch St Regis River,40,766,132,1927,-74.8430555556,44.6383333333
